name,address,latitude,longitude
EcoThrift ,9717 Q Street ,41.203892,-96.064437
Abelardo’s Mexican Fresh,5044 S 108 Street ,41.2076982,-96.0822549
Ruby Red’s BBQ,1841-B W Imperial Hwy,33.9306461,-118.3260395
Churrascaria Rosa Lima,R. Sergio Fialho,-7.0062235,-40.9362231
Churrascaria Cristovão,R. Honorato V Lima,-7.0098461,-40.9405011
Rowlett Public Library," 3900 Main St STE 200,",32.9027148,-96.5641181
Greek Theater,2700 N. Vermont Ave,34.1180382,-118.2936949
Platte River eastbound rest area ,Interstate 80 eastbound 425.8 milepost,40.7269343,-98.6697482
Sugar Ghost,9077 Poplar Ave,35.0684831,-89.7610619
Rest area (Nebraska),Interstate 80 westbound 432 mile marker,41.1291497,-96.1857749
Ocean Bay Creamery,4036 River Oaks Dr Unit B3,33.7548413,-78.8649314
Juice Stop,2506 S 171 CT,41.23633290000001,-96.1842207
Baker’s Grocery ,17370 Lakeside Hills Plaza,41.2359708,-96.1862617
Juice Stop,2506 171st Court,41.23633290000001,-96.1842207
Gigi’s Cupcakes,16811 Burke Street ,41.2584961,-96.1782393
Madres Brunch,442 E First St,33.7679415,-118.1867066
Starbucks ,12410 Southport Pkwy,41.1807604,-96.1067093
Starbucks ,12410 Southport pkwy,41.1807604,-96.1067093
Smash Park,8121 S 125 street ,41.1791636,-96.1073537
Pick Up Sticks,1331 W Imperial Hwy,33.9176046,-117.9613716
Mammoth gas station ,14341 US-6,40.9171737,-96.5259516
Northpointe Family Medicine ,5901 N 27th Street ,40.8738052,-96.6823992
University Place Mall,575 E University Pkwy,40.2783489,-111.6773446
Uptown Cafe,2400 M St NW,38.9049083,-77.0516791
The Carousel ,25 Hockley,52.9538619,-1.1400663
Rough Trade,5 Broad Street,52.95386509999999,-1.1441129
The Sumac Centre ,245 Gladstone Street,52.9714705,-1.163357
Siraj’s Shawarma,6518 Greenleaf Ave #10,33.9821254,-118.0371397
Alittle Tea,6044 Stetson Hills Blvd Suite 100,38.9117006,-104.7157626
Texas Health Adult Care in Hurst,809 W Harwood Rd,32.843744,-97.1885166
Starbucks,"2025 S Green Ave, Purcell, OK 73080",34.986828,-97.36882
Seaford beach near Martello Tower,Esplanade ,50.7668588,0.1044861
The Breakfast Club ,16-17 Market Street,50.8214604,-0.1397625
Rune and Board ,238 SE Washington St,45.5211807,-122.9871372
The Distillery ,Market St,52.6327344,-1.1334715
Regenbogenkombinat - Potsdam ,Dortustraße 71A,52.4020745,13.0546417
"Regenbogenkombinat c/o Kulturzentrum ""Bunte Welt"" - CSD Cottbus e.V.",Thierbacher Str. 21,51.7281,14.3241288
KEXP,472 1st Ave N,47.6230917,-122.3539351
Raising Canes,123 Colma Blvd,37.6772196,-122.4660962
Deer Park Library,4020 East Galbraith Rd,39.2095905,-84.4006045
Redner's,110 Northside Commons,40.2829331,-76.5902705
Cornucopia ,207 E 5th St.,44.05442,-123.0892627
Target ,16959 Evans Plaza,41.28910399999999,-96.1797468
"100 Louis-Pasteur Private, Ottawa, ON K1N 9N3, Canada",100 Louis-Pasteur Private,45.4219934,-75.6817078
Meijer,3883 E Grand River Ave,42.5901626,-83.87683679999999
Rambling House Music Bar,310 E Hudson Street,40.0154465,-83.0029211
Neighborhood,"Jægersborggade 56, 2200 København",55.6938906,12.5425291
Enfield Shaker Museum,447 Nh Rte 4A,43.6200893,-72.1461976
Heron Haven Wetland Sanctuary ,11809 Old Maple Road,41.2926529,-96.0970804
OPPD Arboretum ,10600 Blondo street ,41.27781239999999,-96.078519
Hydes Slydes Burger & fries,16859 Q street ,41.2043573,-96.1788223
Uplift Self Storage,6726 Stockman Drive,30.14589329999999,-97.7505644
Red lion Evesham ,Marketplace ,52.09214900000001,-1.94677
Observer Building,53 Cambridge Road,50.8555263,0.575874
Marks and Spencer,"Priory Meadow Shopping Centre, Queens Road",50.8566939,0.5804836999999999
Joy of Healing,515 West Havens,43.7018323,-98.0318773
Bus Terminal,70 Carlisle Street,43.1600546,-79.24384080000002
Goodwill Thrift store ,702 7th Ave,47.0254784,-91.6731987
Kwik Trip,9 Tower Dr,43.1984506,-89.2116678
Groovy Noodle,Main Street,43.7559736,-71.6877925
Berry Sweet Kitchen,5406 S 34th Ave,44.90510889999999,-93.223369
International Mountain Equipment,2733 White Mountain Highway,44.0542093,-71.1284474
Pipers Coffee Shop,25 Lamington Street,57.8108671,-4.052461
University of Lincoln,Brayford Pool,53.2287539,-0.5459105000000001
Zing Cafe Bar/Lincoln Arts Centre,Brayford Pool,53.2287539,-0.5459105000000001
Cornhill Market,Sincil Street,53.2273249,-0.5388337
NH Public Defenders,"10 Ferry St., Suite 202",43.2125797,-71.5380842
Down Under Lounge,3530 Leavenworth St,41.252579,-95.9648156
Clearly Balanced Days,7 Fruite St Unit 3,43.4778782,-71.4663415
D Squared Java,155 Water St,42.981783,-70.9478283
1066 Bakery Hastings,"5, Bank Buildings, Station Road",50.8558465,0.5801042
Cornish Pasty Co,1941 W Guadalupe Rd,33.3629732,-111.8757807
Voodoo Rays pizza ,"95 Kingsland High St, London E8 2PB",51.5493914,-0.0756468
Raising Cane's,780 E Altamonte Dr,28.6627075,-81.3633503
Lidl,"Glida Brook Road, M50 1ZD",53.4829696,-2.3307388
Lidl,6 Lower Broughton Rd,53.4918442,-2.2610174
Lidl,319 Worsley Road,53.4891505,-2.3701987
Goodtime Games,212 Burton Road,53.4265846,-2.2429686
HAUS Didsbury,Burton Road,53.4287481,-2.2403598
Steep Leaf Lounge,1 E aspen Ave,35.1982934,-111.6486889
The Glad Cafe,1006a Pollockshaws Rd,55.8320423,-4.2782498
Hannah Hughes,Playhouse Square ,53.7987974,-1.5339173
Suomalainen Kirjakauppa Helsinki Aleksi,Aleksanterinkatu 15,60.1689827,24.9447172
Save-On-Foods,10819 106 Ave.,55.17509039999999,-118.8222096
Taliyah,Dupont Circle,38.9096936,-77.043339
Churchill Springs Casino,2015 W Williams Ave,39.4761885,-118.8013182
Lovelocks Coffee,Old Haymarket,53.4088868,-2.9837305
Starbucks ,12410 Southport Pkwy,41.1807604,-96.1067093
Bitter Lake Playfield,13035 Linden Ave N,47.7240619,-122.3485642
Mojave Chevron extra mile,15764 Sierra Hwy,35.0508307,-118.1725647
Heist,Norman Road,50.8521505,0.5600741
The Pig ,White Rock,50.8538696,0.5742672
Equity Centre,1 Longlands Street,53.7953738,-1.7593297
Bexhill Railway Station,Sea Road,50.8396638,0.4770788
The Crafty Norman Brasserie,25 St Leonards Road,50.8399892,0.4749017
Walnut Hills Branch Library,2533 Kemper Ln,39.1271039,-84.488123
Pizza Heaven Bistro,5150 N 7th St,33.5126408,-112.0652657
Five Below,6315 stewart rd,29.2729589,-94.8338773
Starbucks,22nd and harborside,29.30834,-94.793552
Omaha Public Library ,5111 N 90th Street ,41.3044754,-96.0517798
Uncommon Ground,118 S. Main St.,45.1385347,-90.3450889
Seeley G. Mudd Manuscript Library,65 Olden Street,40.3495985,-74.6519827
Hampton National Historic Site,535 Hampton Ln,39.4206831,-76.5862313
Pascos Italian,"King William House, Market Place ",53.741709,-0.3326276
Ye Olde Black Boy,High Street,53.7430201,-0.3309935
Ye Olde House,Scale Lane,53.7426856,-0.3322173
BEST WESTERN Lee Wood Hotel ,13 Manchester Road,53.26159579999999,-1.9207907
Westbound I-20 Rest Area,I-20,34.1961263,-80.6713754
Brick Road Coffee,4415 S Rural Rd #10,33.3838649,-111.9249201
Pfriem Brewery / Keeper Coffee / Historic City Hall,10722 SE Main Street ,45.44521049999999,-122.6411366
Los cantaros taqueria,4115 San Pablo Avenue,37.8327173,-122.2806743
Tires Plus,2610 S 144th Street ,41.2350017,-96.1395585
Alder Vineyard,Vineyard cafe,50.6586234,-4.1972106
"Gardeners Retreat Cafe, Thatcham Garden Centre",London Road (A4),51.4036673,-1.2489933
The Blagrave Arms,Blagrave Street,51.4572544,-0.9703093
Bryan Physician network ,5901 North 27th St ,40.8738052,-96.6823992
Toot n’ Totum I-40 Truck Stop,8507 I-40,35.1940032,-101.7438051
Dreams & Visions,1900 St. Paul Street,39.3119656,-76.6153175
Starbucks,Rose Street,57.4814265,-4.2261686
Wickes Staines,"Unit 2, Hawthorn Road",51.4342902,-0.5306545
Café 11,Market Street,57.8113383,-4.0546714
Launch Coffee in Princes Square Shopping Mall,48 Buchanan Street,55.85917329999999,-4.2537892
Xoko Bakehouse and Cantina,13 Bridge Street,57.47732459999999,-4.2262173
Corset club,Virginia street,55.8586843,-4.2499449
Quay Ingredient,Queen Street,54.9691766,-1.6070807
Caffe Nero,Metrocentre,54.9583647,-1.6703353
Heritage Lifestyle /Cafe,2 Terminus Road,53.343906,-1.5011116
Shell,801 W Main St,42.0977172,-88.2875047
Flagship Coffee,Portswood Road,50.9276499,-1.3877996
Phantom Peak,Surrey Quays Road,51.4975511,-0.049641
Wharf Chambers,Wharf Street ,53.7954136,-1.537837
Hales Bar,Crescent Road,53.9943202,-1.5455798
Vons,College Ave,33.2928523,-117.3597699
Bitterne Station Community Hub,Macnaghten Road,50.9198563,-1.3759877
Haraz Coffee House,471 Elmwood Avenue,42.9100653,-78.8768158
Taco bell,1215 south 6th st,30.2664401,-82.12224379999999
ezra,808 Ivy St,40.45131689999999,-79.93226
Stop & Shop,250 Bellevue Ave,41.4813258,-71.3068159
doozy’s diner,Frederick Rd. & Mellor Rd.,39.2715043,-76.7339484
Starbucks Angola Service Area,447 I-90 ,42.6358978,-78.9890034
Mon Petit Cheri,310 S Main St,45.0545907,-92.8056708
Gramma's Corner Kitchen,10880 se McLoughlin Blvd ,45.4440953,-122.6419692
Puttshack Oak Brook,1828 Oakbrook Ctr,41.8487139,-87.9530185
Walmart Supercenter,12850 L Street ,41.2148637,-96.1144497
Hole In The Wall Games,11503 E Loop 1604 N suite 104,29.53896599999999,-98.3069621
NTN South Trailhead,2375 M-553,46.5137769,-87.4120848
Babycakes,223 W Washington St,46.54352960000001,-87.3964974
Walmart Supercenter ,18201 Wright Street ,41.2312278,-96.1988319
Oak street health ,63ed and ivanho,39.8110714,-104.9210774
Denver coliseum ,McFarland and 44th ave,39.7766167,-104.8264037
Scheels ,17202 Davenport Street ,41.2615185,-96.183692
Matisse Ravenhart,1099 Osage st,39.7334835,-105.0054766
Oxfordshire Museum (Fletcher House),Park Street,51.8476161,-1.3572711
Malmesbury Public Gender Neutral,Cross Hayes Lane,51.5834055,-2.0966643
"JQ45+9V London, UK",JQ45+9V London,51.6059375,-0.2403125
Walmart supercenter,11350 Wickersham Bkvd,41.1428898,-96.16532920000002
Hawaiian Bros,16171 Stevens Pointe Circle ,41.1446772,-96.1643899
Lucky Grocery Store ,291 McCray St,36.8531907,-121.397729
Base bar ,Millow street,53.4888048,-2.2395741
Otherworld Immersive Art Experience, 2500 Grant Ave #1,40.0780302,-75.0249625
The Raj,Station Hill,51.4614519,-2.116805
Cotswold Sculpture Park,The Paddock,51.6602131,-1.9726553
Grounded Chippenham,1 Bath Road,51.4568041,-2.1224051
The Cellar by Wine Money / Coffee Gems,Borough Parade,51.4585203,-2.1165258
Pancho Villa Mexican Grill,106 S Main St ,44.3148443,-85.60236429999999
Costco Business Center,3680 E. Gausto Rd.,34.0644895,-117.5723318
Phoenix Cinema Leicester,4 Midland Street,52.6359559,-1.1243566
LSC-Westway Technology Park,5060 Westway Park Blvd,29.8426412,-95.5570656
Arby's ,1909 S Roan St,36.3062335,-82.3404764
"1909 S Roan St, Johnson City, TN 37601",1909 S Roan St,36.3062335,-82.3404764
Taco Bell ,1084 Boylston St,42.3468096,-71.0881416
The Cavendish Arms,128 Harrington Road,51.4940115,-0.1784028
Stockport Central Library,Wellington Rd S,53.4040027,-2.1579129
Outside The Box Board Games Cafe,34 Woodford Rd,53.356039,-2.1653846
Wilmslow Library,South Drive,53.3247271,-2.2331326
Didsbury Library,692 Wilmslow Rd,53.418192,-2.2323377
A Front For Something,25 Barlow Moor Rd,53.4179415,-2.2329031
Albany Theatre,Albany Road,52.403116,-1.5264644
SPEKTRUM Health,"5205 S Orange Ave, Suite 110",28.4851648,-81.3716208
Gulati Dental and Associates,9395 NW Linder Way NW STE 202,47.6481561,-122.6950495
colleQTIve: 2SLGBTQIA+ Wellness Center,1870 Senter Road,37.3163771,-121.8553715
Pavement Coffeehouse - Newbury,286 Newbury St,42.3488582,-71.0844292
Jimmy John's,131 Harbison Blvd ,34.0682245,-81.16656840000002
Morris Library 2nd Floor,605 Agriculture Dr,37.7152828,-89.2204904
Studio 58 ,58 Main St,47.2090639,-124.2031791
Throne,D and 8th se,38.8744546,-76.98158769999999
Family Fare ,5110 S. 108 Street ,41.2062404,-96.0835583
Alelardo’s Mexican Fresh (restaurant),5044 S. 108 Street ,41.2076982,-96.0822549
BBiBBi,1300 W Hickory Street,33.2148216,-97.1465512
"11109 Augusta Hwy, Walterboro, SC 29488, USA",11109 Augusta Hwy,33.0825798,-80.6480011
Five Below store,7825 Towne Center Pkwy Unit M103,41.1355247,-96.0311019
Springfield Drug/ Soda Fountain ,205 Main Street,41.0815998,-96.1331906
Springfield Drug store/ Soda Fountain ,205 Main Street ,41.0815998,-96.1331906
Restaurant Odette,"Kompagnistræde 18, 1208 København",55.6772316,12.5755709
Christianshavns Beboerhuset,"Dronningensgade 34, 1420 København",55.67128779999999,12.5909613
Folkehuset Absalon,"Sønder Blvd. 73, 1720 København",55.665405,12.5503204
Nordhus ,"Århusgade 124A, 2150 København",55.707134,12.5927127
Smoky Mountain Visitor Center,4537 Georgia Road,35.1158067,-83.3911976
REI,430 Orlando Ave,28.6009467,-81.36460369999999
Dollar Tree,5570 Sunset Blvd,33.9962648,-81.2257119
Firestone Cafe ,1115 Main St,41.7665695,-72.52010320000001
"Sankt Peders Stræde 30B, 1453 København, Denmark",Sankt Peders Stræde 30B,55.6789143,12.5674272
Speedway,10915 New Haven Rd,39.2601411,-84.8003252
MDT Harlowton Rest Area,US-12,46.4363708,-109.8361518
Fort Benton Chamber of Commerce /Visitor Center ,1421 Front St,47.81725429999999,-110.6673112
EZ Mart,42485 US-2,48.52758470000001,-108.7893035
SIU Student Services Building,1263 Lincoln Dr,37.7141877,-89.2173006
Queen's Realm ,5451 S 1900 W #8,41.1635923,-112.0265682
Washington Department of Ecology ,3100 Port of Benton Blvd,46.3447178,-119.2688224
Basic City Beer,212 W 6th Dt,37.5259325,-77.4419782
Washtub laundromat,682 Gibsons Way,49.4074898,-123.5072319
The Stable,125 Washington Street,41.8229856,-71.415059
Bibibop,1200 Brown St. Unit 140,39.7412545,-84.18187789999999
McFarland Clinic,1215 Duff Ave.,42.0336694,-93.6120313
Silverburn Shopping Centre ,Barrhead Rd,55.8231836,-4.3364748
Centra ,R238,55.1306022,-7.1906028
Coffee #1 Winton,"401 Wimborne Rd, Bournemouth BH9 2AJ",50.7424054,-1.8785927
"123 2nd Ave N fl 1, Nashville, TN 37201, USA",123 2nd Ave N fl 1,36.1625276,-86.77574949999999
Ground Zero Hobby ,794 Fort Crook Road S,41.1531759,-95.9281133
Ghost Light Theatre/ Snap! Productions,2221 Thurston Drive,41.1604849,-95.9246052
Circle K,1602 E Wooster St. ,41.3739704,-83.6232976
Luminary Coffeehouse,1562 Selby Ave,44.9464174,-93.1662198
Bike In Coffee,949 Montoya St NW,35.1036273,-106.6798158
Ivy and Coney,1537 7th St NW,38.9106634,-77.0215846
Astro Beer Hall,1306 G St NW,38.89810689999999,-77.0302873
Newport Street Gallery,1 Newport Street,51.49345839999999,-0.1168603
Turku Rail Station ,Vanukatu,60.45175039999999,22.2485771
Turku Rail Station ,Vaunukatu,60.4571116,22.2597022
Lowe’s Home Improvement,135 Maysville St,46.6948628,-67.9989746
Kung Fu Tea,1110 S 71 ST Suite B,41.248318,-96.022683
Wienerschnitzel,3401 S 72nd ST Unit 101,41.22822619999999,-96.0233766
haraz coffee,elmwood,42.919713,-78.8750644
Chameleon Pizza,4114 Hamilton Ave,39.1607335,-84.5391535
BP Gas,1511 Weir Dr,44.9267481,-92.9718768
Kohl’s ,10315 Silverdale Way NW,47.6576768,-122.6906121
Kmyninė,Tilto g. 13,54.68776579999999,25.2842101
Middle Child Clubhouse ,1232 N Front St,39.970096,-75.13635649999999
ReAnimater ,1523 E Susquehanna Ave,39.9764555,-75.1270254
"Pl. de la Encarnación, 15a, Casco Antiguo, 41003 Sevilla, Spain",Pl. de la Encarnación,37.3930236,-5.9922498
Purita,"C. Jerónimo Hernández, 14-16, Casco Antiguo, 41003 Seville, Spain",37.3945008,-5.991355899999999
Home Base Tattoo,440 lake front drive,40.6287335,-76.0555894
Kit,Yonge St,43.7544263,-79.4087226
Doogies ,2525 Berlin Turnpike,41.68241949999999,-72.7111889
Elf N Moon,1354 Shelby St,39.74876769999999,-86.13997429999999
Bagel fresh gas station ,1320 US-130,40.2401731,-74.5802494
Penn State Extension of Tioga County,114 Main Street,41.7476118,-77.3026539
Five Guys,1314 Commons Dr #5040,41.8932692,-88.3412184
Aurora Walmart,100 Sycamore Estate Dr,39.0799996,-84.8890389
Lawrenceburg Kroger,880 W Eads Pkwy,39.0833996,-84.8804479
Taco Bell,1126 W Seventh St,41.3672267,-85.0784654
Road runner gas station,1915 Hartford Tpke,41.4169018,-72.8614826
Walmart,41650 W Casa Grande Hwy,32.4123622,-111.1480792
Target,4734 E Ray Rd,33.3218984,-111.9811417
Ferraras Pizza and Pasta,172 Sylva Plaza,35.3792834,-83.2104983
Holden Village,11155 Railroad Creek FS 8301 Rd,48.1990803,-120.7728357
Dollar General ,8442 Seneca Trail S,37.7469483,-80.4701682
Eli Tea Bar,5507 N Clark St,41.9820096,-87.6681547
McCaffreys ,Harrison ,40.7465572,-74.15619459999999
Little Euro,517 N Pines Rd,47.6620002,-117.240285
Dollar General,23868 US-231,33.0798137,-86.2446274
Petit Jean Visitor Center,29 Boat House Rd,35.1287876,-92.9177145
St. Coffee,2718 St Claude Ave,29.9684662,-90.04878959999999
French Truck Coffee,2917 Magazine St #104,29.9253655,-90.084219
CR Coffee Shop,3618 Magazine St,29.9217528,-90.0920693
Yinzer's Amazing Cheesesteaks,1514 Delachaise St,29.9267848,-90.0922011
Copper Vine Restaurant,1001 Poydras St,29.9506566,-90.0744395
Walmart,2107 Pyramid Village Blvd,36.10950589999999,-79.75708999999999
Tap In,2618 Lowry Ave N,45.013523,-93.314213
Monterey Bay Aquarium,886 Cannery Row,36.617578,-121.901173
Pop Culture ,1110 S. 71st Street suite J,41.2480665,-96.0230109
Ladybird Taco ,300 Rele St,33.4858303,-86.7738413
KwikTrip,212 s hwy 141,45.2231673,-87.9955803
9th Street Hall ,1302 9th St,39.4859182,-88.1724085
Cultural Center ,1525 7th St,39.4835238,-88.1738515
Cultural Center ,600 Lincoln Ave,39.4798444,-88.175629
Burl Ives Art Studio Hall,1602 9th St ,39.4830472,-88.1727859
"Freel Library, Massachusetts College of Liberal Arts ",375 Church St. ,42.6924262,-73.1046994
"5000 Grandview Pkwy, Davenport, FL 33837, USA",5000 Grandview Pkwy,28.2329893,-81.6439084
New Bedford Free Public Library,613 Pleasant ST,41.6350223,-70.9275122
De Eusebiuskerk,Kerkplein 1,51.9790528,5.910224599999999
JOST HOTEL & AUBERGE DE JEUNESSE BORDEAUX,18 Rue des Ateliers,44.821309,-0.558553
DekaMarkt World of Food Doetinchem,Stationstraat 44,51.9592119,6.2911563
Jumbo Ulft,Middelgraaf 4,51.8912917,6.379893999999999
Museum Arnhem,utrechtseweg 87,51.98520250000001,5.8926332
30ML,Emmaplein,52.086294,5.2421103
Diergaarde Blijdorp,Blijdorplaan,51.9274094,4.440886
Empire Slice,1125 NW 63rd St,35.5372722,-97.5328358
Hensel's Ace Hardware ,884 9th St,40.86935099999999,-124.0874578
Abbot Public Library,235 Pleasant Street,42.4963744,-70.8632275
Brooks Free Library,739 Main Street,41.6861297,-70.07235659999999
Hopkinton Public Library,13 Main Street,42.22861779999999,-71.51957949999999
Navarro,802 E 25th St,25.8450283,-80.2659733
Dat Dog,Frenchmen St. ,29.9641512,-90.0578074
Queermunity,3036 Hennepin Ave,44.9470486,-93.2985549
Association Sportive et Communautaire du Centre-Sud,2093 rue de la Visitation,45.5231425,-73.56259519999999
St Mary Outpatient Surgery Center,7921 Grand Blvd,41.4739588,-87.25751729999999
Downey Avenue Christian Church ,111 S. Downey Avenue,39.7685259,-86.0763528
Marathon ,Morris ,39.7501076,-86.2431359
Menchie's Frozen Yogurt,"5030 Mowry Ave, Fremont, CA 94538",37.5351516,-121.9980945
Peet's Coffee ,2095 Diamond Blvd Ste 100,37.9730368,-122.0578941
Dollar Tree,5835 SE 15th St,35.4517942,-97.4197736
Sinclair Gas Station ,29619 Ellensburg Ave,42.41109100000001,-124.4203156
UK Healthcare - Turfland,2195 Harrodsburg Rd,38.0252321,-84.5406049
Whitman's,20 Lake Ave,43.0826127,-73.7836969
New Seasons Raleigh Hills,7300 SW Beaverton Hillsdale Hwy,45.4855761,-122.7515895
Newark Terminal C Gate104-108,3 Brewster Road,40.6873413,-74.18188169999999
Docking Bay 93,224 Stewart Rd #115,48.4427534,-122.3382139
L.L Bean,353 Russell St,42.3565175,-72.55233360000001
Shady Coffee & Tea,325 Douglas Blvd,38.7441695,-121.2875747
Extra Butter coffee,283A Roncevalles,43.6475683,-79.44927469999999
4 silos brewery,143 S Higley Rd,33.3476249,-111.7198054
Burro Bar South End,1357 Washington St,42.3419428,-71.0694156
Black Rock Coffee Bar,5160 Farm to Market 1626 Suite 120,30.0152065,-97.8662555
Stone and Rail Gastropub,175 Rock Rd,40.96306680000001,-74.1332633
Wendy's ,23rd St,34.9698477,-101.9194404
Midway Cafe,80499 Overseas Hwy,24.9056977,-80.6492622
Loading Bay,1 Duke Street,53.7961889,-1.7538253
Tartu Ülikooli Delta keskus,Narva mnt 18,58.38539609999999,26.7247567
Dodo Pizza,Küüni tn 5b,58.378676,26.7242142
Alexela Jõgeva Õuna,Risti,58.7351805,26.3605394
Benedikto Turgus,Ukmergės g. 259A,54.728009,25.2412471
Public washroom Neil Peart Pavilion,lakeside park beach,43.2045238,-79.265648
Café De Brug,Rijksweg Noordzijde 22,52.7605258,6.2327267
